event_id,catalogue_id,span_key,span_label,recording_id,source_file,channel,fs,morphology,trigger,up_region_start_idx,up_region_end_idx,onset_idx,onset_h,trough_idx,trough_h,snippet_start_idx,snippet_end_idx,snippet_key,onset_slope_raw,max_slope_raw,drop_depth_mv,rise_height_mv,fall_duration_s,peak_to_peak_mv,fall_dominance,rise_frac_used,pre_context_s,post_context_s,detrend_window_s,segment_seconds,same_fraction,slope_sigma,purity,is_pure,cluster_id
id003_r1_1138117,3,id003,ID 3,1,CH0.npy,0,1.0,sharkfin,rise,1137933,1138053,1138117,316.1436111111111,1138262,316.1838888888889,1137897,1138453,id003_r1_1138117,-0.00014897607885905328,-0.00016501007585070782,7.805561642037273,8.004495284451018,145.0,8.618235801216734,0.9057029561589941,0.5,220.0,191.0,1980.0,39.6,0.6,8.0,1,1,-1
id003_r1_1138642,3,id003,ID 3,1,CH0.npy,0,1.0,sharkfin,rise,1138453,1138573,1138642,316.2894444444444,1138799,316.3330555555556,1138414,1139013,id003_r1_1138642,-0.0001429466256863965,-0.00016782242539606362,7.807690020409819,7.929329296376353,157.0,9.108488185872066,0.8571883567374133,0.5,228.0,214.0,1980.0,39.6,0.6,8.0,1,1,-1
id003_r1_1139200,3,id003,ID 3,1,CH0.npy,0,1.0,sharkfin,rise,1139013,1139133,1139200,316.44444444444446,1139365,316.4902777777778,1138972,1139613,id003_r1_1139200,-0.0001325805662910906,-0.0001504013328626208,7.685356296443791,7.543387578192617,165.0,8.32072685459262,0.9236400173624091,0.5,228.0,248.0,1980.0,39.6,0.6,8.0,1,1,-1
id003_r1_1139807,3,id003,ID 3,1,CH0.npy,0,1.0,sharkfin,rise,1139613,1139733,1139807,316.61305555555555,1139963,316.6563888888889,1139574,1140293,id003_r1_1139807,-0.00013752392457672125,-0.00015984498401763747,7.086789158118778,7.680998834070918,156.0,8.61549449220439,0.8225632509580455,0.5,233.0,330.0,1980.0,39.6,0.6,8.0,1,1,-1
id003_r1_1140443,3,id003,ID 3,1,CH0.npy,0,1.0,sharkfin,rise,1140293,1140373,1140443,316.7897222222222,1140591,316.8308333333333,1140256,1140592,id003_r1_1140443,-0.00013450393711259,-0.0001652505902557666,7.17634521449928,5.9787318415637225,148.0,7.660992777456965,0.9367382822257977,0.5,187.0,1.0,1980.0,39.6,0.6,8.0,1,1,-1
id008_r1_962708,8,id008,ID 8,1,CH0.npy,0,1.0,trough,fall,-1,-1,962708,267.4188888888889,962713,267.42027777777776,962678,962743,id008_r1_962708,-0.011421652971363105,-0.013643792247541087,41.433836334904605,0.0,5.0,46.37637792118932,0.8934254504591987,0.5,30.0,30.0,70.0,2.0,0.6,8.0,1,1,-1
id008_r1_962836,8,id008,ID 8,1,CH0.npy,0,1.0,trough,fall,-1,-1,962836,267.45444444444445,962841,267.4558333333333,962806,962871,id008_r1_962836,-0.009421722408168048,-0.014549853175983868,42.723620565235045,0.0,5.0,44.265157838904,0.9651749287943547,0.5,30.0,30.0,70.0,2.0,0.6,8.0,1,1,-1
id008_r1_962974,8,id008,ID 8,1,CH0.npy,0,1.0,trough,fall,-1,-1,962974,267.4927777777778,962981,267.4947222222222,962932,963014,id008_r1_962974,-0.011214482384628854,-0.014127436081997874,47.90214852349861,0.0,7.0,51.97374012516603,0.9216606002981123,0.5,42.0,33.0,70.0,2.0,0.6,8.0,1,1,-1
id008_r1_963278,8,id008,ID 8,1,CH0.npy,0,1.0,trough,fall,-1,-1,963278,267.57722222222225,963283,267.5786111111111,963248,963313,id008_r1_963278,-0.004657992477714146,-0.01389429553418342,46.07757193021267,0.0,5.0,46.79399049731941,0.9846899450230092,0.5,30.0,30.0,70.0,2.0,0.6,8.0,1,1,-1
id010_r4_1362676,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1362676,378.5211111111111,1362707,378.52972222222223,1362600,1362776,id010_r4_1362676,-0.00022900629906641434,-0.000384373534030924,5.378897403490179,0.0,31.0,5.469035866405569,0.9835183997477361,0.5,76.0,69.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1362825,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1362825,378.5625,1362830,378.56388888888887,1362795,1362860,id010_r4_1362825,-0.0009967263284174077,-0.002053578438974246,7.298057717607498,0.0,5.0,7.344059023923544,0.9937362559088653,0.5,30.0,30.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1362951,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1362951,378.5975,1362953,378.59805555555556,1362933,1362971,id010_r4_1362951,-0.0003509036315952896,-0.0008270887658484716,1.6541775316969431,0.0,2.0,2.0107183488868863,0.8226798808558541,0.5,18.0,18.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1362991,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1362991,378.6086111111111,1362995,378.6097222222222,1362972,1363019,id010_r4_1362991,-0.000547536785198921,-0.0008002399558634798,1.8655904500515241,0.0,4.0,2.306683439722401,0.8087761059558478,0.5,19.0,24.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1363030,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1363030,378.61944444444447,1363034,378.62055555555554,1363020,1363054,id010_r4_1363030,-0.0003927039096399132,-0.0007523066988250893,2.3369389885353753,0.0,4.0,2.416813621142433,0.9669504375892665,0.5,10.0,20.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1363070,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1363070,378.63055555555553,1363073,378.63138888888886,1363053,1363091,id010_r4_1363070,-0.0004836677922482324,-0.0006845895653866951,1.9008785608559675,0.0,3.0,2.461667569539583,0.7721914138112067,0.5,17.0,18.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1363111,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1363111,378.64194444444445,1363115,378.6430555555556,1363095,1363138,id010_r4_1363111,-0.0001314069411089136,-0.0006416297730069687,2.0143474052758403,0.0,4.0,2.4903573678122237,0.808858773166938,0.5,16.0,23.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1363153,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1363153,378.6536111111111,1363157,378.65472222222223,1363137,1363181,id010_r4_1363153,-0.00014703478942224013,-0.0005938499563818422,1.9777934117329865,0.0,4.0,2.4001520852577896,0.8240283704857647,0.5,16.0,24.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1363197,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1363197,378.66583333333335,1363202,378.6672222222222,1363188,1363231,id010_r4_1363197,-0.000434129105495229,-0.0006198193090158344,2.4944308158952877,0.0,5.0,2.613013424242472,0.9546184465617271,0.5,9.0,29.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1363239,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1363239,378.6775,1363244,378.6788888888889,1363230,1363264,id010_r4_1363239,-0.00022076876759125064,-0.0006326402262386566,2.1504829090640554,0.0,5.0,2.25105407081172,0.9553226361588911,0.5,9.0,20.0,150.0,3.0,0.6,8.0,1,1,-1
id010_r4_1363281,10,id010,ID 10,4,CH3.npy,3,1.0,trough,fall,-1,-1,1363281,378.68916666666667,1363283,378.6897222222222,1363263,1363301,id010_r4_1363281,-0.0006083267056093411,-0.0006515147334875682,1.3030294669751363,0.0,2.0,2.3079769942532247,0.5645764538466502,0.5,18.0,18.0,150.0,3.0,0.6,8.0,1,1,-1
